	Num	Sequence	Age	Class
1435	1436	00000000000001000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000000000000010 00000000000000000010 00000000001000000000 00000000100000000000 00000000100000000000 00000000000000000010 01000000000000000000 00000000000000010000 00000000000001000000 00000000001000000000 01000000000000000000 00000000001000000000 00000000000000000010 00000000000001000000 00000000000000001000 00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000 00000000000000010000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000100000000000	31	0 0 0 0 0 0 1 0
1436	1437	00000000000000000100 00000000000001000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00100000000000000000	20	0 0 0 0 0 0 0 1
1437	1438	00000000010000000000 00000000100000000000 00000000010000000000 00000000100000000000 00000000010000000000 00000000010000000000 01000000000000000000 00000000000100000000 00000000000000000010 00000000000000000001 00000000010000000000 00001000000000000000 00000001000000000000 00100000000000000000	38	0 0 0 0 0 1 0 0
1438	1439	00000000010000000000 00000000010000000000 00000000000100000000 00000000010000000000 00000000000000000010 00000000010000000000 00100000000000000000	30	0 0 0 0 0 0 1 0
1439	1440	00010000000000000000 00000001000000000000 00010000000000000000 00000000000001000000 00000000100000000000 01000000000000000000 00000100000000000000 00000000000001000000 01000000000000000000 00000000000100000000 01000000000000000000 00000000000000010000 00000000000000000010 00000000000000010000 00000000000001000000	54	0 0 0 0 1 0 0 0
1440	1441	00010000000000000000 00000000010000000000 00000000100000000000 01000000000000000000 00000000001000000000 00000000000000000010 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000 00000100000000000000	40	0 0 0 0 0 1 0 0
1441	1442	00000000000001000000 00000000000001000000 00000000100000000000	23	0 0 0 0 0 0 0 1
1442	1443	00010000000000000000 00000000010000000000 00000000000000000100 00000000001000000000 00000000000000000100 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 00000000000000000100 00000000010000000000 01000000000000000000 00000000001000000000 00000000000100000000 01000000000000000000 00000000001000000000 00000000000000001000 00000000000000000100 00000000001000000000 01000000000000000000 00000000000000000001 00000000000010000000	44	0 0 0 0 0 1 0 0
1443	1444	00010000000000000000 00000000010000000000 00000000000000000100 00000000000000000100 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000000001000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000100000000 01000000000000000000 00000000000000000010 00000000000001000000 00000000000001000000	48	0 0 0 0 1 0 0 0
1444	1445	00000000000010000000 00000000000001000000 01000000000000000000 00000000001000000000 00000000100000000000 00000000000000000100 01000000000000000000 00000000000000000010 00100000000000000000	34	0 0 0 0 0 0 1 0
1445	1446	00010000000000000000 00000000010000000000 00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000 00000000100000000000	22	0 0 0 0 0 0 0 1
1446	1447	00000000010000000000 01000000000000000000 00000000000000000001 00000000000001000000 00000000100000000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000100000000 00000000010000000000 00000000010000000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000010000000000 00100000000000000000	22	0 0 0 0 0 0 0 1
1447	1448	00000000000000000001 00000000000001000000 00000000000000000010 00000000000001000000 00000000000000000100 00000000000000000100 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000010 00000000010000000000 00000000100000000000 00000000010000000000 00000000100000000000	20	0 0 0 0 0 0 0 1
1448	1449	00010000000000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000000000000001 00000000000001000000 00000000100000000000 00000100000000000000 00000100000000000000	33	0 0 0 0 0 0 1 0
1449	1450	00010000000000000000 00000000010000000000 00000000010000000000 00000000100000000000 00000000000001000000 00000000000000000010 01000000000000000000 00000000100000000000	23	0 0 0 0 0 0 0 1
1450	1451	00010000000000000000 00000000000000000100 00000000010000000000 00000000000000001000 00000000001000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000000000010 00000000000000010000 00000000000000001000 00000000000000000100 00000000000000000001 00000000000000000010 00000000001000000000 00000000100000000000 00000000000000000001 00000000000001000000 00000100000000000000 00000001000000000000 00100000000000000000	17	0 0 0 0 0 0 0 1
1451	1452	00000000000000100000 00000000000000100000 00000000001000000000 00000100000000000000 01000000000000000000 00000000000000000001 00000000000000000010 00000000001000000000 00000100000000000000 01000000000000000000 01000000000000000000 00000000000000000100 00000000000000000010 00000000001000000000 00000000000000000100 00000000000000001000 00000000001000000000 01000000000000000000 01000000000000000000 00000000000100000000 00000000000000000100 01000000000000000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000000000010 00000000000000000001 00000000000000000001 00000000000001000000 00000000100000000000 00000000000001000000	22	0 0 0 0 0 0 0 1
1452	1453	00010000000000000000 00000000001000000000 01000000000000000000 00000000000000010000 00000100000000000000 00000100000000000000 00000100000000000000	22	0 0 0 0 0 0 0 1
1453	1454	00000000001000000000 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000000010000 00010000000000000000 00000000000001000000 00100000000000000000	35	0 0 0 0 0 0 1 0
1454	1455	00010000000000000000 00000000000001000000 00000000000001000000 00000000010000000000 00000000000000000010 00000000000000010000 00000000010000000000	24	0 0 0 0 0 0 0 1
1455	1456	00000000000000000001 00000000000000000010 00000000010000000000 00000000100000000000 00001000000000000000	22	0 0 0 0 0 0 0 1
1456	1457	00000000010000000000 00000000100000000000 00000000010000000000 00000000100000000000 10000000000000000000 00100000000000000000	31	0 0 0 0 0 0 1 0
1457	1458	00010000000000000000 00000000000000000001 00000000000000000001 00000000000001000000 00000000000001000000 00000000000001000000 00000100000000000000	24	0 0 0 0 0 0 0 1
1458	1459	00000000000010000000 00000000000001000000 00000000000001000000 00000000100000000000 00000000010000000000 00000100000000000000 00000100000000000000 00000001000000000000 00001000000000000000 00000001000000000000 00010000000000000000 00000001000000000000 00100000000000000000	31	0 0 0 0 0 0 1 0
1459	1460	00000000100000000000 00010000000000000000 01000000000000000000 01000000000000000000 00010000000000000000 00000100000000000000 00000000000100000000 00000000000001000000 00000000000000000010 00000000000000000001 00000000000001000000 00000000100000000000 00000000000001000000 00000000000000001000 01000000000000000000 00000000100000000000 01000000000000000000 00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000001000000000 00000000000000000100 00000000100000000000 00100000000000000000	28	0 0 0 0 0 0 1 0
1460	1461	00000000010000000000 00000000010000000000 01000000000000000000 00000000000100000000 01000000000000000000 01000000000000000000 00000000000100000000 00000001000000000000 00100000000000000000	47	0 0 0 0 1 0 0 0
1461	1462	00000000010000000000 00000000010000000000 00000000010000000000 00000010000000000000 00000000000010000000 00000000010000000000 00000010000000000000 00000000000000000001 00000000000001000000 00000000000001000000 00000000000000000010 00000000010000000000 00000000000000000010 00000000010000000000 00100000000000000000	41	0 0 0 0 0 1 0 0
1462	1463	00000000001000000000 01000000000000000000 00000000001000000000 00000000000000000100 00000000100000000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000100000000 01000000000000000000 00000000000000000010 00000000000000000010 00000000000000000001 00000000010000000000 00000000000001000000 00000000000001000000 00000000000000000010 00000000000000000001 01000000000000000000 00000000000000000100 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00000000000001000000 00000000100000000000 00000000100000000000	22	0 0 0 0 0 0 0 1
1463	1464	00000000000000010000 01000000000000000000 00000000000000000100 01000000000000000000 00000000000000000001 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000 00100000000000000000	30	0 0 0 0 0 0 1 0
1464	1465	01000000000000000000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000 00000000000001000000 00000000000000001000 00000000000001000000 00000000000000000010 00000000000001000000 00000000100000000000 01000000000000000000 00000000000001000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000100000000000 00100000000000000000	25	0 0 0 0 0 0 0 1
1465	1466	00000000001000000000 01000000000000000000 00000000000000000010 00000000010000000000 00000000010000000000 00000000010000000000 00000000100000000000 00010000000000000000 00000000100000000000 00000000010000000000 00000000100000000000 00000000000000010000 00000000010000000000 00000000100000000000 00100000000000000000	38	0 0 0 0 0 1 0 0
1466	1467	00100000000000000000	22	0 0 0 0 0 0 0 1
1467	1468	00010000000000000000 00000000010000000000 01000000000000000000 00000000000000000100 00000000000000000001 00000000000000000100 00000000000100000000 01000000000000000000 01000000000000000000 00000000000000000010 00000000001000000000 00000000000000000100 00000100000000000000 00000100000000000000 00000000000000001000 00000000001000000000 01000000000000000000 00000100000000000000 00000000000001000000 00000000000001000000 00000000100000000000 00000000000001000000 00000000100000000000	22	0 0 0 0 0 0 0 1
1468	1469	00000000000001000000 00000000010000000000 00000000010000000000 00000000000001000000 01000000000000000000 00000000100000000000 00000000000000000001 00000000000010000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000000010000000 00000000000001000000 00000000000001000000 00000000100000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000000000001 00000000100000000000 00100000000000000000	26	0 0 0 0 0 0 1 0
1469	1470	00010000000000000000 01000000000000000000 00000000001000000000 00000000000100000000	41	0 0 0 0 0 1 0 0
1470	1471	00010000000000000000 00000000000000100000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000000000100 00000000000000000100 00000000000000000010 01000000000000000000 00000000000000000001 00000000000001000000 00000000001000000000 00000000000000000100 01000000000000000000 00000000000000010000 00000000000001000000 00000000000000000010 00000000000001000000 00000000000000000100 00000000000000001000 01000000000000000000 00000000100000000000 00000000000001000000	22	0 0 0 0 0 0 0 1
1471	1472	00000000000000010000 00000000000000000001 00000000000001000000 00000000000000000010 00000000000000000001 00000000000000000001 00000000000001000000 00000000000000000010 00010000000000000000 00000000100000000000 00000000001000000000 01000000000000000000 00000000000000000010 00000000010000000000 00000000100000000000 00000001000000000000 00100000000000000000	17	0 0 0 0 0 0 0 1
1472	1473	00010000000000000000 01000000000000000000 00000000001000000000 01000000000000000000 00000000000001000000 00000000000000000010 00000000000000010000 00000000000001000000 00000000000001000000 00000000000000000100 00000000100000000000 00000000100000000000 00000000100000000000 00000000100000000000	50	0 0 0 0 1 0 0 0
